Timestamp,Quality,Type,ID,Alarm State,Resource,Reference,Message
 06/30/21  08:16:29.691,,BSYS,0085-2,,SCS0118,SCS0118,SCS0118  IOM Communication Error FIO NODE 03 SLOT 08 RIGHT
 06/30/21  08:16:29.691,,BSYS,0085-2,,SCS0118,SCS0118,SCS0118  IOM Communication Error FIO NODE 03 SLOT 07 RIGHT
 06/30/21  08:16:29.691,,BSYS,0085-2,,SCS0118,SCS0118,SCS0118  IOM Communication Error FIO NODE 03 SLOT 05 RIGHT
 06/30/21  08:16:29.691,,BSYS,0085-2,,SCS0118,SCS0118,SCS0118  IOM Communication Error FIO NODE 03 SLOT 04 RIGHT
 06/30/21  08:16:29.691,,BSYS,0085-2,,SCS0118,SCS0118,SCS0118  IOM Communication Error FIO NODE 03 SLOT 03 RIGHT
 06/30/21  08:16:29.691,,BSYS,0085-2,,SCS0118,SCS0118,SCS0118  IOM Communication Error FIO NODE 03 SLOT 02 RIGHT
 06/30/21  08:16:29.691,,BSYS,0085-2,,SCS0118,SCS0118,SCS0118  IOM Communication Error FIO NODE 03 SLOT 01 RIGHT
 06/30/21  08:16:29.691,,BSYS,0085-2,,SCS0118,SCS0118,SCS0118  IOM Communication Error FIO NODE 02 SLOT 05 RIGHT
 06/30/21  08:16:29.691,,BSYS,0085-2,,SCS0118,SCS0118,SCS0118  IOM Communication Error FIO NODE 02 SLOT 04 RIGHT
 06/30/21  08:16:29.691,,BSYS,0085-2,,SCS0118,SCS0118,SCS0118  IOM Communication Error FIO NODE 02 SLOT 03 RIGHT
 06/30/21  08:16:29.691,,BSYS,0085-2,,SCS0118,SCS0118,SCS0118  IOM Communication Error FIO NODE 02 SLOT 02 RIGHT
 06/30/21  08:16:29.691,,BSYS,0085-2,,SCS0118,SCS0118,SCS0118  IOM Communication Error FIO NODE 02 SLOT 01 RIGHT
 06/29/21  22:21:57.691,,BSYS,0086-3,,SCS0118,SCS0118,SCS0118  IOM Communication Recover FIO NODE 03 SLOT 08 RIGHT
 06/29/21  22:21:57.691,,BSYS,0086-3,,SCS0118,SCS0118,SCS0118  IOM Communication Recover FIO NODE 03 SLOT 07 RIGHT
 06/29/21  22:21:57.691,,BSYS,0086-3,,SCS0118,SCS0118,SCS0118  IOM Communication Recover FIO NODE 03 SLOT 05 RIGHT
 06/29/21  22:21:57.691,,BSYS,0086-3,,SCS0118,SCS0118,SCS0118  IOM Communication Recover FIO NODE 03 SLOT 04 RIGHT
 06/29/21  22:21:57.691,,BSYS,0086-3,,SCS0118,SCS0118,SCS0118  IOM Communication Recover FIO NODE 03 SLOT 03 RIGHT
 06/29/21  22:21:57.691,,BSYS,0086-3,,SCS0118,SCS0118,SCS0118  IOM Communication Recover FIO NODE 03 SLOT 02 RIGHT
 06/29/21  22:21:57.691,,BSYS,0086-3,,SCS0118,SCS0118,SCS0118  IOM Communication Recover FIO NODE 03 SLOT 01 RIGHT
 06/29/21  22:21:57.691,,BSYS,0086-3,,SCS0118,SCS0118,SCS0118  IOM Communication Recover FIO NODE 02 SLOT 05 RIGHT
 06/29/21  22:21:57.691,,BSYS,0086-3,,SCS0118,SCS0118,SCS0118  IOM Communication Recover FIO NODE 02 SLOT 04 RIGHT
 06/29/21  22:21:57.691,,BSYS,0086-3,,SCS0118,SCS0118,SCS0118  IOM Communication Recover FIO NODE 02 SLOT 03 RIGHT
 06/29/21  22:21:57.691,,BSYS,0086-3,,SCS0118,SCS0118,SCS0118  IOM Communication Recover FIO NODE 02 SLOT 02 RIGHT
 06/29/21  22:21:57.691,,BSYS,0086-3,,SCS0118,SCS0118,SCS0118  IOM Communication Recover FIO NODE 02 SLOT 01 RIGHT
 06/29/21  19:00:10.205,,SOER,EVT_TRUE,,SCS0118,485XY657 HVAC SD TO HVACCP-265,TRUE
 06/29/21  19:00:10.205,,SOER,EVT_TRUE,,SCS0118,485XY656 HVAC SD TO HVACCP-266,TRUE
 06/29/21  19:00:10.205,,SOER,EVT_TRUE,,SCS0118,485XY652 HVACCP-265 RECYL,TRUE
 06/29/21  19:00:10.205,,SOER,EVT_TRUE,,SCS0118,485XY651 HVACCP-266 RECYL,TRUE
 06/29/21  19:00:10.205,,SOER,EVT_TRUE,,SCS0118,485XY1077 SWGR RM RLF DMPR,TRUE
 06/29/21  19:00:10.205,,SOER,EVT_TRUE,,SCS0118,485XY1076 AIR LOCK RLF DMPR,TRUE
 06/29/21  19:00:10.205,,SOER,EVT_TRUE,,SCS0118,485XY1075 SWGR RM DMPR CLS,TRUE
 06/29/21  19:00:10.205,,SOER,EVT_TRUE,,SCS0118,485XY1074 SWGR RM DMPR CLS,TRUE
 06/29/21  19:00:10.205,,SOER,EVT_TRUE,,SCS0118,485XY1055 CFU DMPR CLS,TRUE
 06/29/21  19:00:10.205,,SOER,EVT_TRUE,,SCS0118,485XY1052 BAT RM DMPR CLS,TRUE
 06/29/21  19:00:10.205,,SOER,EVT_TRUE,,SCS0118,485XY1049 TER RM DMPR CLS,TRUE
